_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
67a9ed034165e9d29c47378f,Iniciando em programação,livros,43.84,0.0,2020/01/01,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4737a1,Iniciando em programação,livros,63.25,3.894137208,2022/01/01,Juliana Costa,RJ,5,cartao_credito,4,-22.25,-42.66
67a9ed034165e9d29c4737af,Ciência de dados com python,livros,86.13,5.2731755368,2021/02/01,Camila Ribeiro,RJ,4,cartao_credito,3,-22.25,-42.66
67a9ed034165e9d29c4737b1,Ciência de dados com python,livros,72.75,1.458157705,2021/02/01,Beatriz Moraes,PR,4,cartao_credito,2,-24.89,-51.55
67a9ed034165e9d29c4737b4,Iniciando em programação,livros,61.73,0.0,2021/02/01,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4737b7,Dashboards com Power BI,livros,57.63,9.3105595123,2022/02/01,Bianca Santos,SP,3,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4737bb,Ciência de dados com python,livros,79.28,1.8058605601,2022/02/01,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4737bf,Dashboards com Power BI,livros,41.76,2.7546988942,2022/02/01,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4737c0,Ciência de dados com python,livros,82.15,1.958679426,2023/02/01,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
67a9ed034165e9d29c4737c7,Modelagem preditiva,livros,70.49,1.337819504,2023/02/01,Isabella Pereira,PE,4,cupom,1,-8.38,-37.86
67a9ed034165e9d29c4737c8,Dashboards com Power BI,livros,40.98,0.0,2023/02/01,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
67a9ed034165e9d29c4737e1,Ciência de dados com python,livros,50.51,10.2450858314,2022/03/01,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
67a9ed034165e9d29c4737e5,Modelagem preditiva,livros,71.64,1.3990535443,2023/03/01,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
67a9ed034165e9d29c4737e7,Dashboards com Power BI,livros,43.35,3.2481049178,2023/03/01,Rafael Costa,BA,5,cartao_credito,2,-13.29,-41.71
67a9ed034165e9d29c4737eb,Iniciando em programação,livros,65.86,4.4466946987,2020/04/01,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
67a9ed034165e9d29c4737f7,Iniciando em programação,livros,83.18,5.1160969115,2021/04/01,Isabella Pereira,SP,3,cartao_credito,4,-22.19,-48.79
67a9ed034165e9d29c4737f9,Dashboards com Power BI,livros,40.85,0.0,2021/04/01,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4737ff,Ciência de dados com python,livros,75.04,1.5800933158,2022/04/01,Bianca Santos,RO,2,cartao_credito,7,-10.83,-63.34
67a9ed034165e9d29c47380c,Ciência de dados com python,livros,58.61,4.0606540096,2021/05/01,Beatriz Moraes,PR,4,cartao_credito,1,-24.89,-51.55
67a9ed034165e9d29c473818,Dashboards com Power BI,livros,46.58,0.0,2020/06/01,Rafael Costa,PR,1,cartao_credito,4,-24.89,-51.55
67a9ed034165e9d29c47381a,Dashboards com Power BI,livros,42.09,0.0,2020/06/01,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
67a9ed034165e9d29c47381f,Dashboards com Power BI,livros,55.44,3.6390253647,2021/06/01,Camila Ribeiro,SP,3,cartao_credito,10,-22.19,-48.79
67a9ed034165e9d29c473838,Dashboards com Power BI,livros,46.87,0.0,2021/07/01,Beatriz Moraes,RS,5,cartao_credito,8,-30.17,-53.5
67a9ed034165e9d29c473841,Iniciando em programação,livros,56.9,3.560858347,2021/07/01,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
67a9ed034165e9d29c47384a,Modelagem preditiva,livros,105.99,3.2280877057,2022/07/01,Thiago Silva,SP,1,cartao_credito,4,-22.19,-48.79
67a9ed034165e9d29c473852,Iniciando em programação,livros,55.86,6.1381932733,2020/08/01,Pedro Gomes,CE,3,cartao_credito,9,-5.2,-39.53
67a9ed034165e9d29c47385f,Modelagem preditiva,livros,101.54,14.5010858917,2021/08/01,Rafael Costa,DF,3,cartao_credito,4,-15.83,-47.86
67a9ed034165e9d29c473864,Iniciando em programação,livros,41.11,0.0,2022/08/01,Thiago Silva,ES,1,cartao_credito,1,-19.19,-40.34
67a9ed034165e9d29c473891,Ciência de dados com python,livros,80.32,1.8612374314,2021/10/01,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
67a9ed034165e9d29c47389d,Ciência de dados com python,livros,88.2,4.9795105675,2022/10/01,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
67a9ed034165e9d29c47389f,Dashboards com Power BI,livros,54.59,3.18987918,2022/10/01,Juliana Costa,SP,3,cartao_credito,8,-22.19,-48.79
67a9ed034165e9d29c4738a2,Iniciando em programação,livros,64.22,4.3079369753,2020/11/01,Thiago Silva,CE,1,boleto,1,-5.2,-39.53
67a9ed034165e9d29c4738a5,Iniciando em programação,livros,40.74,0.0,2020/11/01,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
67a9ed034165e9d29c4738a6,Iniciando em programação,livros,46.79,0.0,2020/11/01,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
67a9ed034165e9d29c4738a8,Iniciando em programação,livros,60.27,3.4923220922,2021/11/01,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4738ad,Iniciando em programação,livros,70.05,6.8937680841,2022/11/01,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4738b1,Dashboards com Power BI,livros,51.67,3.0343979645,2022/11/01,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4738be,Ciência de dados com python,livros,94.87,5.5826466179,2021/12/01,Isabella Pereira,CE,1,cartao_credito,7,-5.2,-39.53
67a9ed034165e9d29c4738ca,Modelagem preditiva,livros,79.82,1.8346139356,2022/12/01,Felipe Santos,CE,5,cartao_credito,1,-5.2,-39.53
67a9ed034165e9d29c4738d7,Dashboards com Power BI,livros,49.69,10.4438941213,2020/01/02,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4738ea,Modelagem preditiva,livros,95.7,9.5757758076,2022/01/02,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4738f1,Dashboards com Power BI,livros,52.47,3.0826464613,2023/01/02,Felipe Santos,MG,3,cartao_credito,6,-18.1,-44.38
67a9ed034165e9d29c47390d,Modelagem preditiva,livros,64.69,3.7276737951,2022/02/02,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
67a9ed034165e9d29c473934,Iniciando em programação,livros,88.6,5.6060986304,2023/03/02,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c473935,Modelagem preditiva,livros,84.08,2.0614461198,2023/03/02,Lucas Oliveira,SC,1,cartao_credito,1,-27.45,-50.95
67a9ed034165e9d29c473936,Ciência de dados com python,livros,72.73,1.4570927652,2023/03/02,Rafael Costa,PR,5,cartao_credito,2,-24.89,-51.55
67a9ed034165e9d29c473943,Modelagem preditiva,livros,61.12,3.7855606515,2021/04/02,Isabella Pereira,BA,5,cartao_credito,10,-13.29,-41.71
67a9ed034165e9d29c473957,Iniciando em programação,livros,88.14,2.2776289057,2021/05/02,Rafael Costa,SP,1,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c473959,Dashboards com Power BI,livros,47.26,0.0,2021/05/02,Isabella Pereira,RJ,2,cartao_credito,10,-22.25,-42.66
67a9ed034165e9d29c47395d,Dashboards com Power BI,livros,52.8,3.4984533068,2022/05/02,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
67a9ed034165e9d29c473992,Ciência de dados com python,livros,63.96,0.0,2020/08/02,Felipe Santos,PR,5,boleto,1,-24.89,-51.55
67a9ed034165e9d29c473993,Ciência de dados com python,livros,55.49,0.0,2021/08/02,Beatriz Moraes,PA,5,cartao_credito,2,-3.79,-52.48
67a9ed034165e9d29c473996,Dashboards com Power BI,livros,42.72,0.0,2021/08/02,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
67a9ed034165e9d29c4739b1,Iniciando em programação,livros,62.95,4.0389102715,2022/09/02,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c4739b9,Modelagem preditiva,livros,79.3,1.8069255,2020/10/02,Isabella Pereira,RJ,5,cartao_credito,1,-22.25,-42.66
67a9ed034165e9d29c4739dd,Modelagem preditiva,livros,75.75,1.6178986798,2022/11/02,Felipe Santos,RJ,5,cartao_credito,2,-22.25,-42.66
67a9ed034165e9d29c473a08,Dashboards com Power BI,livros,40.3,2.6721187509,2021/01/03,Pedro Gomes,SP,2,cartao_credito,4,-22.19,-48.79
67a9ed034165e9d29c473a0c,Ciência de dados com python,livros,62.53,3.6126602932,2021/01/03,Thiago Silva,PR,4,cartao_credito,1,-24.89,-51.55
67a9ed034165e9d29c473a0f,Ciência de dados com python,livros,95.35,5.3602265574,2021/01/03,Thiago Silva,RJ,5,cartao_credito,10,-22.25,-42.66
67a9ed034165e9d29c473a19,Ciência de dados com python,livros,98.61,2.8351249077,2023/01/03,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
67a9ed034165e9d29c473a2c,Ciência de dados com python,livros,73.59,1.502885178,2021/02/03,Juliana Costa,RS,5,cartao_credito,8,-30.17,-53.5
67a9ed034165e9d29c473a32,Dashboards com Power BI,livros,51.19,0.0,2022/02/03,Lucas Oliveira,SP,1,cartao_credito,18,-22.19,-48.79
67a9ed034165e9d29c473a3d,Ciência de dados com python,livros,81.21,1.9086272539,2023/02/03,Camila Ribeiro,SP,1,boleto,1,-22.19,-48.79
67a9ed034165e9d29c473a46,Iniciando em programação,livros,56.74,3.3043602119,2021/03/03,João Souza,SP,5,cartao_credito,10,-22.19,-48.79
67a9ed034165e9d29c473a5a,Iniciando em programação,livros,42.69,0.0,2023/03/03,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
67a9ed034165e9d29c473a6d,Ciência de dados com python,livros,99.15,2.8638782832,2020/04/03,Felipe Santos,MG,5,cartao_credito,7,-18.1,-44.38
67a9ed034165e9d29c473a74,Dashboards com Power BI,livros,58.7,3.4087243154,2021/04/03,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c473a93,Iniciando em programação,livros,44.09,2.6307857682,2020/06/03,Lucas Oliveira,SP,5,cartao_credito,9,-22.19,-48.79
67a9ed034165e9d29c473a98,Modelagem preditiva,livros,63.34,3.9037689728,2021/06/03,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
67a9ed034165e9d29c473ac6,Ciência de dados com python,livros,65.74,7.9804959394,2021/08/03,Bruno Rodrigues,RJ,5,cartao_credito,10,-22.25,-42.66
67a9ed034165e9d29c473acb,Iniciando em programação,livros,48.2,5.7303213177,2021/08/03,Juliana Costa,BA,5,cupom,1,-13.29,-41.71
67a9ed034165e9d29c473ad5,Iniciando em programação,livros,59.69,9.5579272936,2020/09/03,Camila Ribeiro,SC,5,cartao_credito,3,-27.45,-50.95
67a9ed034165e9d29c473b00,Dashboards com Power BI,livros,37.98,2.3054466495,2021/10/03,Thiago Silva,RJ,5,cartao_credito,2,-22.25,-42.66
67a9ed034165e9d29c473b07,Dashboards com Power BI,livros,35.72,2.7903977148,2020/11/03,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
67a9ed034165e9d29c473b13,Dashboards com Power BI,livros,39.78,2.6492698508,2021/11/03,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
67a9ed034165e9d29c473b19,Modelagem preditiva,livros,78.42,1.7600681474,2022/11/03,Larissa Alves,RJ,5,cartao_credito,4,-22.25,-42.66
67a9ed034165e9d29c473b25,Modelagem preditiva,livros,85.76,2.1509010657,2021/12/03,Rafael Costa,RJ,5,cupom,1,-22.25,-42.66
67a9ed034165e9d29c473b63,Iniciando em programação,livros,60.51,0.0,2022/02/04,Larissa Alves,MT,5,boleto,1,-12.64,-55.42
67a9ed034165e9d29c473b6d,Modelagem preditiva,livros,104.17,6.2337512651,2023/02/04,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
67a9ed034165e9d29c473b70,Modelagem preditiva,livros,91.35,5.3952172075,2023/02/04,Pedro Gomes,SP,2,cupom,1,-22.19,-48.79
67a9ed034165e9d29c473b82,Ciência de dados com python,livros,88.05,12.4904072277,2023/03/04,João Souza,SP,3,cartao_credito,10,-22.19,-48.79
67a9ed034165e9d29c473b99,Modelagem preditiva,livros,105.62,3.2083863188,2021/05/04,Bianca Santos,DF,5,cartao_credito,5,-15.83,-47.86
67a9ed034165e9d29c473ba8,Modelagem preditiva,livros,75.34,1.5960674133,2021/06/04,Rafael Costa,MG,1,cartao_credito,1,-18.1,-44.38
67a9ed034165e9d29c473baf,Modelagem preditiva,livros,97.41,2.7712285178,2021/06/04,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
67a9ed034165e9d29c473bb3,Ciência de dados com python,livros,63.61,0.0,2022/06/04,Pedro Gomes,PR,5,cartao_credito,8,-24.89,-51.55
67a9ed034165e9d29c473bc0,Iniciando em programação,livros,89.21,2.3346031867,2021/07/04,Beatriz Moraes,PR,5,cartao_credito,10,-24.89,-51.55
67a9ed034165e9d29c473bd3,Ciência de dados com python,livros,57.79,0.0,2020/08/04,Juliana Costa,BA,4,boleto,1,-13.29,-41.71
67a9ed034165e9d29c473bf0,Ciência de dados com python,livros,70.94,4.3036065734,2021/09/04,Thiago Silva,SP,3,cartao_credito,10,-22.19,-48.79
67a9ed034165e9d29c473c0a,Dashboards com Power BI,livros,43.28,0.0,2022/10/04,Thiago Silva,SP,1,cartao_credito,3,-22.19,-48.79
67a9ed034165e9d29c473c1f,Dashboards com Power BI,livros,41.97,10.0328273462,2022/11/04,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
67a9ed034165e9d29c473c27,Ciência de dados com python,livros,50.73,2.9843457924,2022/11/04,Bruno Rodrigues,GO,1,cartao_credito,1,-15.98,-49.86
67a9ed034165e9d29c473c3b,Iniciando em programação,livros,46.11,0.0,2020/01/05,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
67a9ed034165e9d29c473c67,Ciência de dados com python,livros,83.56,2.0337576842,2023/02/05,Larissa Alves,PE,4,cartao_credito,2,-8.38,-37.86
67a9ed034165e9d29c473c71,Iniciando em programação,livros,80.4,4.5641840331,2020/03/05,Rafael Costa,MG,5,cartao_credito,2,-18.1,-44.38
67a9ed034165e9d29c473c80,Modelagem preditiva,livros,102.27,3.0300088969,2023/03/05,Isabella Pereira,CE,1,cartao_credito,10,-5.2,-39.53
67a9ed034165e9d29c473c84,Modelagem preditiva,livros,68.09,1.2100267242,2023/03/05,Felipe Santos,SP,5,cartao_credito,10,-22.19,-48.79
67a9ed034165e9d29c473caf,Dashboards com Power BI,livros,47.02,2.7867994536,2022/05/05,Bruno Rodrigues,PE,5,cartao_credito,1,-8.38,-37.86
67a9ed034165e9d29c473cb2,Ciência de dados com python,livros,82.98,4.7072121749,2020/06/05,Pedro Gomes,MG,3,cartao_credito,1,-18.1,-44.38
67a9ed034165e9d29c473cb7,Iniciando em programação,livros,59.43,0.0,2020/06/05,Felipe Santos,SP,5,cartao_credito,10,-22.19,-48.79
67a9ed034165e9d29c473cfe,Dashboards com Power BI,livros,51.25,0.0,2022/08/05,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
67a9ed034165e9d29c473d04,Ciência de dados com python,livros,66.91,4.5026040399,2020/09/05,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
67a9ed034165e9d29c473d0a,Dashboards com Power BI,livros,53.0,3.3531950797,2020/09/05,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
67a9ed034165e9d29c473d10,Modelagem preditiva,livros,98.2,2.8132936411,2021/09/05,Felipe Santos,SP,5,cupom,1,-22.19,-48.79
67a9ed034165e9d29c473d12,Iniciando em programação,livros,61.07,3.540570589,2021/09/05,Bruno Rodrigues,CE,5,cartao_credito,2,-5.2,-39.53
67a9ed034165e9d29c473d1b,Ciência de dados com python,livros,59.0,0.0,2022/09/05,Felipe Santos,RJ,4,cartao_credito,8,-22.25,-42.66
67a9ed034165e9d29c473d27,Ciência de dados com python,livros,77.26,1.6983016371,2021/10/05,Felipe Santos,RJ,1,cartao_credito,4,-22.25,-42.66
67a9ed034165e9d29c473d2b,Modelagem preditiva,livros,66.38,3.8233121144,2021/10/05,Isabella Pereira,MA,3,cartao_credito,5,-5.42,-45.44
67a9ed034165e9d29c473d2e,Iniciando em programação,livros,75.81,1.6210934993,2021/10/05,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
67a9ed034165e9d29c473d36,Ciência de dados com python,livros,86.59,4.8994338145,2022/10/05,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c473d4c,Iniciando em programação,livros,63.01,3.8861974656,2022/11/05,Juliana Costa,SP,3,cartao_credito,3,-22.19,-48.79
67a9ed034165e9d29c473d4d,Ciência de dados com python,livros,52.92,3.7062459703,2022/11/05,Beatriz Moraes,RJ,3,cartao_credito,4,-22.25,-42.66
67a9ed034165e9d29c473d64,Modelagem preditiva,livros,87.49,2.2430183611,2021/12/05,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
67a9ed034165e9d29c473d7a,Ciência de dados com python,livros,63.46,6.5428704095,2021/01/06,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
67a9ed034165e9d29c473d7f,Iniciando em programação,livros,88.47,4.9995381587,2021/01/06,Thiago Silva,MG,5,cartao_credito,8,-18.1,-44.38
67a9ed034165e9d29c473d83,Modelagem preditiva,livros,93.15,2.5443963336,2022/01/06,Bianca Santos,RJ,5,cartao_credito,2,-22.25,-42.66
67a9ed034165e9d29c473d96,Modelagem preditiva,livros,91.05,2.4325776512,2020/02/06,Lucas Oliveira,PR,5,cartao_credito,3,-24.89,-51.55
67a9ed034165e9d29c473d9c,Dashboards com Power BI,livros,38.14,0.0,2020/02/06,Pedro Gomes,SP,4,cartao_credito,3,-22.19,-48.79
67a9ed034165e9d29c473dab,Dashboards com Power BI,livros,46.28,2.7530475833,2021/02/06,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c473dac,Dashboards com Power BI,livros,46.07,0.0,2022/02/06,Larissa Alves,PE,5,cartao_credito,1,-8.38,-37.86
67a9ed034165e9d29c473dbc,Dashboards com Power BI,livros,44.51,0.0,2020/03/06,Rafael Costa,SC,3,cartao_credito,10,-27.45,-50.95
67a9ed034165e9d29c473dd4,Dashboards com Power BI,livros,45.83,0.0,2023/03/06,Pedro Gomes,RJ,2,cartao_credito,7,-22.25,-42.66
67a9ed034165e9d29c473dd8,Ciência de dados com python,livros,64.18,10.9729722065,2020/04/06,Pedro Gomes,SP,5,cartao_credito,8,-22.19,-48.79
67a9ed034165e9d29c473ddd,Dashboards com Power BI,livros,40.71,0.0,2020/04/06,Larissa Alves,PE,5,cartao_credito,8,-8.38,-37.86
67a9ed034165e9d29c473de1,Iniciando em programação,livros,41.11,2.7200883497,2021/04/06,Isabella Pereira,ES,4,cartao_credito,5,-19.19,-40.34
67a9ed034165e9d29c473de9,Ciência de dados com python,livros,79.17,1.8000033911,2022/04/06,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
67a9ed034165e9d29c473dea,Modelagem preditiva,livros,94.84,5.5762096725,2022/04/06,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c473dec,Dashboards com Power BI,livros,52.31,5.9491664532,2022/04/06,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
67a9ed034165e9d29c473e3f,Modelagem preditiva,livros,87.27,5.1779694817,2021/08/06,Isabella Pereira,BA,5,cartao_credito,10,-13.29,-41.71
67a9ed034165e9d29c473e4f,Iniciando em programação,livros,69.15,4.5704446439,2020/09/06,Bianca Santos,MG,1,cartao_credito,2,-18.1,-44.38
67a9ed034165e9d29c473e55,Dashboards com Power BI,livros,48.51,0.0,2021/09/06,Felipe Santos,SP,4,cartao_credito,2,-22.19,-48.79
67a9ed034165e9d29c473e5e,Dashboards com Power BI,livros,55.51,3.4868450286,2022/09/06,Bruno Rodrigues,CE,5,cartao_credito,3,-5.2,-39.53
67a9ed034165e9d29c473e63,Ciência de dados com python,livros,92.0,6.2978385734,2020/10/06,Beatriz Moraes,GO,4,cupom,1,-15.98,-49.86
67a9ed034165e9d29c473e65,Dashboards com Power BI,livros,59.46,12.2604524853,2020/10/06,Juliana Costa,PR,5,cartao_credito,1,-24.89,-51.55
67a9ed034165e9d29c473e75,Dashboards com Power BI,livros,59.19,3.6779544221,2020/11/06,Larissa Alves,RS,5,cartao_credito,1,-30.17,-53.5
67a9ed034165e9d29c473e80,Ciência de dados com python,livros,66.03,11.0714791409,2021/11/06,Bianca Santos,PR,5,cartao_credito,10,-24.89,-51.55
67a9ed034165e9d29c473eb0,Iniciando em programação,livros,70.62,4.2914070717,2022/12/06,Larissa Alves,SP,5,cartao_credito,10,-22.19,-48.79
67a9ed034165e9d29c473ec4,Ciência de dados com python,livros,58.99,0.0,2021/01/07,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c473ed6,Ciência de dados com python,livros,56.82,0.0,2023/01/07,Bianca Santos,RJ,2,cartao_credito,1,-22.25,-42.66
67a9ed034165e9d29c473ee4,Iniciando em programação,livros,76.05,4.580538236,2021/02/07,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
67a9ed034165e9d29c473f17,Iniciando em programação,livros,85.55,2.1397191975,2020/04/07,Thiago Silva,SP,1,cartao_credito,7,-22.19,-48.79
67a9ed034165e9d29c473f2f,Modelagem preditiva,livros,83.01,2.0044718388,2021/05/07,João Souza,SP,1,cartao_credito,3,-22.19,-48.79
67a9ed034165e9d29c473f41,Modelagem preditiva,livros,101.63,5.6946176647,2021/06/07,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
67a9ed034165e9d29c473f4b,Modelagem preditiva,livros,97.44,2.7728259275,2020/07/07,Bruno Rodrigues,RS,1,boleto,1,-30.17,-53.5
67a9ed034165e9d29c473f86,Iniciando em programação,livros,65.35,1.0641299672,2022/09/07,Bianca Santos,BA,4,cartao_debito,1,-13.29,-41.71
67a9ed034165e9d29c473f89,Dashboards com Power BI,livros,35.37,0.0,2020/10/07,Bianca Santos,RS,1,cartao_credito,2,-30.17,-53.5
67a9ed034165e9d29c473f93,Modelagem preditiva,livros,92.04,2.4852921729,2021/10/07,Beatriz Moraes,RJ,4,cartao_credito,1,-22.25,-42.66
